id,old_id,code.x,area_cm2,fresh_wt_g,dry_wt_g,sla_cm2_g,lwc,code.y,Sample.number,Species.code,ecotype,X.N,X.C,C.N,NotesOnChanges,HtcmMn,HtcmSD,HtcmCV,ID.1,spines,ToughMn,ToughSD,ToughCV,WdDens10Mn,WdDens10SD,WdDens10CV 
lupinus_nanus_n,lupinus_nanus_n,lupnan_n,110.874,5.2153,0.6151,180.2536173,0.882058558,lupnan_n,319,LUPNAN-N,N,3.85,38.31,9.950649351,,38.8,9.162726426,0.236152743,NA,NA,62,9.56846673,0.154330109,NA,NA,NA
lupinus_succulentus_n,lupinus_succulentus_n,lupsuc_n,242.204,12.0273,1.7201,140.8080926,0.856983695,lupsuc_n,320,LUPSUC-N,N,4.31,40.52,9.401392111,,46.3,12.71088772,0.274533212,NA,NA,63.1,19.20329833,0.304331194,NA,NA,NA
lupinus_succulentus_s,lupinus_succulentus_s,lupsuc_s,219.548,10.825,1.5129,145.1173243,0.860240185,lupsuc_s,321,LUPSUC-S,S,3.63,37.54,10.3415978,,16.9,6.756889488,0.399815946,NA,NA,81.5,16.29076084,0.199886636,NA,NA,NA
luzula_comosa_n,luzula_comosa_n,luzcom_n,11.612,0.1491,0.0333,348.7087087,0.77665996,luzcom_n,322,LUZCOM-N,N,2.73,43,15.75091575,,28.4,7.290785661,0.256717805,NA,NA,NA,NA,NA,NA,NA,NA
luzula_comosa_s,luzula_comosa_s,luzcom_s,35.022,0.67465,0.13315,272.74709,0.802638405,luzcom_s,324,LUZCOM-S,S,0.93,41.78,44.92473118,,24.50714286,8.376842097,0.341812269,NA,NA,NA,NA,NA,NA,NA,NA
luzula_parviflora_n,luzula_parviflora_n,luzpar_n,102.386,1.5341,0.2202,464.9682107,0.856463073,luzpar_n,325,LUZPAR-N,N,3.26,41.84,12.83435583,,20.5,6.98013053,0.340494172,NA,NA,NA,NA,NA,NA,NA,NA
madia_elegans_n,madia_elegans_n,madele_n,14.771,0.4291,0.0704,209.8153409,0.835935679,madele_n,326,MADELE-N,N,1.33,38.19,28.71428571,,30.6,7.947046971,0.259707417,NA,NA,153.7,60.96273908,0.396634607,NA,NA,NA
madia_elegans_s,madia_elegans_s,madele_s,26.728,0.678,0.1433,186.5177948,0.788643068,madele_s,327,MADELE-S,S,1.93,38.78,20.09326425,,35.2,11.52581643,0.327437967,NA,NA,102,35.83914682,0.351364184,NA,NA,NA
madia_exigua_n,madia_exigua_n,madexi_n,3.314,0.0649,0.0149,222.4161074,0.770416025,madexi_n,328,MADEXI-N,N,1.41,40.34,28.60992908,,11.25,1.317615692,0.117121395,NA,NA,NA,NA,NA,NA,NA,NA
madia_exigua_s,madia_exigua_s,madexi_s,4.313,0.1009,0.0172,250.755814,0.829534192,madexi_s,329,MADEXI-S,S,1.25,38.55,30.84,,15.9,6.854844191,0.431122276,NA,NA,NA,NA,NA,NA,NA,NA
madia_gracilis_n,madia_gracilis_n,madgra_n,26.942,0.6779,0.1111,242.5022502,0.836111521,madgra_n,330,MADGRA-N,N,1.94,39.41,20.31443299,,30.7,13.8005636,0.449529759,NA,NA,NA,NA,NA,NA,NA,NA
madia_gracilis_s,madia_gracilis_s,madgra_s,12.527,0.3855,0.0729,171.8381344,0.810894942,madgra_s,331,MADGRA-S,S,1.41,39.02,27.67375887,,37.1,5.66568619,0.152713913,NA,NA,137,39.6484552,0.289404783,NA,NA,NA
madia_madioides_n,madia_madioides_n,madmad_n,39.57,1.67,0.1605,246.5420561,0.903892216,madmad_n,332,MADMAD-N,N,1.88,37.37,19.87765957,,NA,NA,NA,NA,NA,2.35,0.467855628,0.199087501,NA,NA,NA
malacothrix_clevelandii_s,malacothrix_clevelandii_s,malcle_s,7.916,0.3136,0.0445,177.8876404,0.85809949,malcle_s,954,MALCLE-S,S,2.22,39.5,17.79279279,,20,11.78511302,0.589255651,NA,NA,NA,NA,NA,NA,NA,NA
malacothrix_floccifera_s,malacothrix_floccifera_s,malflo_s,19.968,0.8767,0.0957,208.6520376,0.890840652,malflo_s,333,MALFLO-S,S,1.7,39.21,23.06470588,,20,7.241853661,0.362092683,NA,NA,NA,NA,NA,NA,NA,NA
marah_fabaceus_n,marah_fabaceus_n,marfab_n,149.87,3.374,0.7494,199.986656,0.777889745,marfab_n,334,MARFAB-N,N,3.55,42.48,11.96619718,,NA,NA,NA,NA,NA,152.4,32.29447837,0.211906026,NA,NA,NA
medicago_polymorpha_n,medicago_polymorpha_n,medpol_n,42.835,0.7178,0.158,271.1075949,0.779882976,medpol_n,335,MEDPOL-N,N,4.35,43.46,9.990804598,,19.46,5.388918671,0.276922851,NA,NA,75.7,23.25725693,0.307229286,NA,NA,NA
medicago_polymorpha_s,medicago_polymorpha_s,medpol_s,25.122,0.4968,0.1263,198.9073634,0.745772947,medpol_s,336,MEDPOL-S,S,4.13,42.73,10.34624697,,15.89,7.16634883,0.450997409,NA,NA,74.6,19.19027532,0.257242296,NA,NA,NA
melica_californica_n,melica_californica_n,melcal_n,13.22,0.2255,0.1002,131.9361277,0.555654102,melcal_n,337,MELCAL-N,N,1.52,40.75,26.80921053,,43.2,6.579429222,0.152301602,NA,NA,NA,NA,NA,NA,NA,NA
melica_californica_s,melica_californica_s,melcal_s,28.928,0.5065,0.2594,111.5188897,0.487857848,melcal_s,338,MELCAL-S,S,2.05,39.5,19.26829268,,63.7,14.21306129,0.223124981,NA,NA,NA,NA,NA,NA,NA,NA
melica_geyeri_n,melica_geyeri_n,melgey_n,63.07,1.5958,0.5097,123.7394546,0.680599073,melgey_n,339,MELGEY-N,N,1.67,42.13,25.22754491,,78.2,11.81148217,0.151041972,NA,NA,NA,NA,NA,NA,NA,NA
melica_geyeri_s,melica_geyeri_s,melgey_s,34.514,1.18,0.3623,95.26359371,0.692966102,melgey_s,342,MELGEY-S,S,1.88,41.07,21.84574468,,63.7,17.0818292,0.268160584,NA,NA,NA,NA,NA,NA,NA,NA
melica_subulata_n,melica_subulata_n,melsub_n,80.13,0.805,0.2082,384.870317,0.74136646,melsub_n,343,MELSUB-N,N,2.25,42.71,18.98222222,,34.15,9.012491331,0.26390897,NA,NA,1.86,0.770569775,0.414284825,NA,NA,NA
melica_torreyana_n,melica_torreyana_n,meltor_n,45.896,0.33,0.1155,397.3679654,0.65,meltor_n,344,MELTOR-N,N,2.25,41.51,18.44888889,,52,10.50925518,0.202101061,NA,NA,NA,NA,NA,NA,NA,NA
melica_torreyana_s,melica_torreyana_s,meltor_s,21.849,0.1823,0.0772,283.0181347,0.576522216,meltor_s,345,MELTOR-S,S,1.34,38.88,29.01492537,,50,9.820613242,0.196412265,NA,NA,NA,NA,NA,NA,NA,NA
melilotus_indica_n,melilotus_indica_n,melind_n,40.845,1.0761,0.241,169.4813278,0.776043119,melind_n,340,MELIND-N,N,3.02,40.9,13.54304636,,74.6,11.41344237,0.152995206,NA,NA,1.84,0.665331997,0.361593477,NA,NA,NA
melilotus_indica_s,melilotus_indica_s,melind_s,40.825,0.7911,0.1711,238.603156,0.783718872,melind_s,341,MELIND-S,S,3.83,42.19,11.0156658,,24.5,4.904646323,0.200189646,NA,NA,NA,NA,NA,NA,NA,NA
mentzelia_dispersa_n,mentzelia_dispersa_n,mendis_n,7.1,0.1566,0.0308,230.5194805,0.803320562,mendis_n,346,MENDIS-N,N,1.37,37.49,27.3649635,,9.1,4.724639904,0.519191198,NA,NA,NA,NA,NA,NA,NA,NA
mertensia_bella_n,mertensia_bella_n,merbel_n,66.082,0.9429,0.0789,837.5411914,0.916321985,merbel_n,347,MERBEL-N,N,5.55,42.46,7.65045045,,9,2.581988897,0.286887655,NA,NA,24,8.326663998,0.346944333,NA,NA,NA
micropus_californicus_n,micropus_californicus_n,miccal_n,3.6775,0.0389,0.0088,413.47896,0.77377892,miccal_n,349,MICCAL-N,N,2.51,41.82,16.66135458,,18.9,5.875013998,0.310847301,NA,NA,NA,NA,NA,NA,NA,NA
micropus_californicus_s,micropus_californicus_s,miccal_s,2.201,0.0314,0.0078,282.1794872,0.751592357,miccal_s,350,MICCAL-S,S,2.74,41.51,15.14963504,,13.7,3.301514804,0.240986482,NA,NA,NA,NA,NA,NA,NA,NA
microseris_douglasii_n,microseris_douglasii_n,micdou_n,20.774,0.2044,0.0313,663.7060703,0.846868885,micdou_n,351,MICDOU-N,N,1.7,32.79,19.28823529,,8.55,2.350251946,0.274883269,NA,NA,NA,NA,NA,NA,NA,NA
microseris_douglasii_s,microseris_douglasii_s,micdou_s,17.974,0.3914,0.0646,278.2352941,0.834951456,micdou_s,353,MICDOU-S,S,2.46,41.04,16.68292683,,6,1.943650632,0.323941772,NA,NA,NA,NA,NA,NA,NA,NA
microseris_laciniata_s,microseris_laciniata_s,miclac_s,25.425,1.47,0.2407,105.6294142,0.836258503,miclac_s,354,MICLAC-S,S,2.87,43.2,15.05226481,,10.85,3.528062106,0.325167014,NA,NA,3.28,0.769992785,0.234753898,NA,NA,NA
mimulus_aurantiacus_n,mimulus_aurantiacus_n,mimaur_n,57.683,1.368,0.4613,125.0444396,0.662792398,mimaur_n,356,MIMAUR-N,N,1.4,47.72,34.08571429,,107.6,23.59001672,0.219238074,NA,NA,87.2,20.91145353,0.239810247,0.236645887,0.074248703,0.313754461
mimulus_aurantiacus_s,mimulus_aurantiacus_s,mimaur_s,73.015,2.1347,0.6804,107.3118754,0.681266689,mimaur_s,355,MIMAUR-S,S,1.45,50.43,34.77931034,,44.925,27.4217907,0.610390444,NA,NA,1.19,0.636745196,0.535079997,NA,NA,NA
mimulus_douglasii_s,mimulus_douglasii_s,mimdou_s,8.506,0.225,0.041,207.4634146,0.817777778,mimdou_s,357,MIMDOU-S,S,1.51,40.23,26.64238411,,1.15,0.625832779,0.544202416,NA,NA,92.8,7.786027371,0.083901157,NA,NA,NA
mimulus_guttatus_n,mimulus_guttatus_n,mimgut_n,36.42,0.624,0.0636,572.6415094,0.898076923,mimgut_n,358,MIMGUT-N,N,3.05,38.64,12.66885246,,13.6,8.329332373,0.61245091,NA,NA,55.3,14.04002216,0.253888285,NA,NA,NA
mimulus_guttatus_s,mimulus_guttatus_s,mimgut_s,31.09,0.9352,0.09885,296.05045,0.894300684,mimgut_s,359,MIMGUT-S,S,3.81,41.81,10.97375328,,9.6,1.897366596,0.197642354,NA,NA,54.5,7.276293318,0.133509969,NA,NA,NA
mimulus_layneae_s,mimulus_layneae_s,mimlay_s,84.849,0.3123,0.0463,1832.591793,0.851745117,mimlay_s,361,MIMLAY-S,S,2.18,42.52,19.50458716,,4,1.957890021,0.489472505,NA,NA,NA,NA,NA,NA,NA,NA
mimulus_nudatus_s,mimulus_nudatus_s,mimnud_s,2.854,0.0814,0.0102,279.8039216,0.874692875,mimnud_s,360,MIMNUD-2,S,2.16,41.22,19.08333333,mimnud_s missing from CN,10.4,2.183269719,0.209929781,NA,NA,NA,NA,NA,NA,NA,NA
minuartia_californica_s,minuartia_californica_s,mincal_s,0.238,0.0022,8.00E-04,297.5,0.636363636,mincal_s,955,MINCAL-S,S,2.03,40.51,19.95566502,,3.6,0.843274043,0.23424279,NA,NA,NA,NA,NA,NA,NA,NA
minuartia_douglasii_s,minuartia_douglasii_s,mindou_s,12.591,0.5418,0.1018,125.07616,0.812107789,mindou_s,362,MINDOU-S,S,1.37,41.87,30.5620438,,11.3,5.272570531,0.466599162,NA,NA,NA,NA,NA,NA,NA,NA
mitella_breweri_n,mitella_breweri_n,mitbre_n,122.912,2.9816,0.5044,243.6796193,0.830829085,mitbre_n,364,MITBRE-N,N,3.82,45.51,11.91361257,,9.65,2.517163306,0.260845938,NA,NA,NA,NA,NA,NA,NA,NA
mitella_diversifolia_n,mitella_diversifolia_n,mitdiv_n,203.434,3.8663,0.6146,331.0022779,0.84103665,mitdiv_n,365,MITDIV-N,N,3.3,43.11,13.06363636,,6.428571429,1.812653934,0.28196839,NA,NA,124,24.60352278,0.198415506,NA,NA,NA
mitella_spp_n,mitella_spp_n,mitspp_n,238.06,4.84,0.8256,288.3478682,0.829421488,mitspp_n,956,MITSPP-N,N,2.35,44.61,18.98297872,,15.9,3.842742077,0.241681892,NA,NA,0.89,0.324722103,0.364856296,NA,NA,NA
moehringia_macrophylla_n,moehringia_macrophylla_n,moemac_n,46.075,0.945,0.1363,338.0410858,0.855767196,moemac_n,366,MOEMAC-N,N,2.96,38.78,13.10135135,,7.3,2.907843798,0.398334767,NA,NA,1.43,0.377270902,0.263825805,NA,NA,NA
monardella_odoratissima_n,monardella_odoratissima_n,monodo_n,43.569,1.0552,0.2013,216.438152,0.809230478,monodo_n,367,MONODO-N,N,2.42,43.72,18.0661157,,20.4,4.325634186,0.212040891,NA,NA,159,36.04010112,0.226667303,NA,NA,NA
monardella_odoratissima_s,monardella_odoratissima_s,monodo_s,34.454,1.175,0.2773,124.2481067,0.764,monodo_s,368,MONODO-S,S,1.66,46.19,27.8253012,,6.6,1.712697677,0.259499648,NA,NA,2.165,0.368216422,0.170076869,NA,NA,NA
monardella_sheltonii_n,monardella_sheltonii_n,monshe_n,8.46,0.2335,0.1227,68.94865526,0.474518201,monshe_n,369,MONSHE-N,N,0.57,45.77,80.29824561,,30.2,6.7585337,0.223792507,NA,NA,171.5,56.76706792,0.331003311,NA,NA,NA
monardella_villosa_s,monardella_villosa_s,monvil_s,18.018,0.6557,0.2491,72.33239663,0.620100656,monvil_s,370,MONVIL-S,S,0.98,44.42,45.32653061,,31.8,10.97269338,0.345053251,NA,NA,2.515,0.249499499,0.099204572,NA,NA,NA
monardella_viridis_s,monardella_viridis_s,monvir_s,5.478,0.3762,0.109,50.25688073,0.7102605,monvir_s,371,MONVIR-S,S,1.21,45.22,37.37190083,,20.9,4.433458645,0.212127208,NA,NA,2.97,0.632543367,0.212977565,NA,NA,NA
montia_parviflora_n,montia_parviflora_n,monpar_n,8.551,0.73,0.072,118.7638889,0.901369863,monpar_n,952,MONPAR-N,N,1.28,39.61,30.9453125,,3.5,2.02758751,0.579310717,NA,NA,1.53,0.434741302,0.284144642,NA,NA,NA
nassella_lepida_n,nassella_lepida_n,naslep_n,13.767,0.2064,0.0892,154.338565,0.567829457,naslep_n,372,NASLEP-N,N,1.08,40.74,37.72222222,,48,21.15025611,0.440630336,NA,NA,NA,NA,NA,NA,NA,NA
nassella_lepida_s,nassella_lepida_s,naslep_s,9.716,0.1912,0.0998,97.35470942,0.478033473,naslep_s,373,NASLEP-S,S,0.91,40.51,44.51648352,,89.6,11.13752416,0.124302725,NA,NA,NA,NA,NA,NA,NA,NA
nassella_pulchra_n,nassella_pulchra_n,naspul_n,28.273,0.506,0.1794,157.5975474,0.645454545,naspul_n,374,NASPUL-N,N,0.97,40.27,41.51546392,,50,6.514940095,0.130298802,NA,NA,NA,NA,NA,NA,NA,NA
nassella_pulchra_s,nassella_pulchra_s,naspul_s,31.506,0.8313,0.4018,78.41214535,0.516660652,naspul_s,375,NASPUL-S,S,1.09,40.5,37.1559633,,46,6.342099197,0.137871722,NA,NA,NA,NA,NA,NA,NA,NA
navarretia_jepsonii_s,navarretia_jepsonii_s,navjep_s,6.49,0.1881,0.0349,185.9598854,0.814460393,navjep_s,378,NAVJEP-S,S,1.24,40.71,32.83064516,,9.1,1.91195072,0.210104475,NA,NA,NA,NA,NA,NA,NA,NA
navarretia_mellita_n,navarretia_mellita_n,navmel_n,2.932,0.0543,0.0192,152.7083333,0.64640884,navmel_n,380,NAVMEL-N,N,0.99,41.28,41.6969697,,6.35,0.944281032,0.148705674,NA,NA,NA,NA,NA,NA,NA,NA
navarretia_pubescens_n,navarretia_pubescens_n,navpub_n,4.526,0.0785,0.0195,232.1025641,0.751592357,navpub_n,376,NAVPUB-N,N,1.28,43.49,33.9765625,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
navarretia_pubescens_s,navarretia_pubescens_s,navpub_s,9.517,0.2835,0.0558,170.5555556,0.803174603,navpub_s,377,NAVPUB-S,S,1.59,42.85,26.94968553,,11.3,3.301514804,0.292169452,NA,NA,NA,NA,NA,NA,NA,NA
navarretia_tagetina_n,navarretia_tagetina_n,navtag_n,2.159,0.0448,0.0123,175.5284553,0.725446429,navtag_n,379,NAVTAG-N,N,1.36,43.1,31.69117647,,10.55,2.763351427,0.261929045,NA,NA,NA,NA,NA,NA,NA,NA
nemophila_heterophylla_n,nemophila_heterophylla_n,nemhet_n,15.1,0.2375,0.0364,414.8351648,0.846736842,nemhet_n,381,NEMHET-N,N,2.65,39.18,14.78490566,,31.1,9.837004964,0.31630241,NA,NA,NA,NA,NA,NA,NA,NA
nemophila_menziesii_n,nemophila_menziesii_n,nemmen_n,14.19,0.3333,0.055,258,0.834983498,nemmen_n,382,NEMMEN-N,N,1.69,38.37,22.70414201,,10.5,2.273030283,0.216479075,NA,NA,NA,NA,NA,NA,NA,NA
nemophila_menziesii_s,nemophila_menziesii_s,nemmen_s,9.847,0.2266,0.0284,346.7253521,0.87466902,nemmen_s,383,NEMMEN-S,S,1.27,35.22,27.73228346,,16.6,6.040603355,0.363891768,NA,NA,NA,NA,NA,NA,NA,NA
nemophila_parviflora_n,nemophila_parviflora_n,nempar_n,39.329,0.865,0.1024,384.0722656,0.881618497,nempar_n,384,NEMPAR-N,N,3.21,39.08,12.17445483,,9.95,3.050045537,0.30653724,NA,NA,0.99,0.35103023,0.35457599,NA,NA,NA
nemophila_pedunculata_n,nemophilla_pedunculata_n,nemped_n,10.822,0.312,0.0405,267.2098765,0.870192308,nemped_n,385,NEMPED-N,N,2.48,39.26,15.83064516,,6.4,2.796823595,0.437003687,NA,NA,NA,NA,NA,NA,NA,NA
nemophila_pedunculata_s,nemophilla_pedunculata_s,nemped_s,12.709,0.4137,0.0505,251.6633663,0.877930868,nemped_s,386,NEMPED-S,S,2.01,27.59,13.72636816,,5.928571429,2.588895701,0.436681203,NA,NA,NA,NA,NA,NA,NA,NA
nothochelone_nemorosa_n,nothochelone_nemorosa_n,notnem_n,139.616,2.4707,0.5231,266.901,0.788,notnem_n,387,NOTNEM-N,N,3.37,46.08,13.6735905,,37.4,5.929212052,0.158535082,NA,NA,86.8,24.24321211,0.279299679,NA,NA,NA
oemleria_cerasiformis_n,oemleria_cerasiformis_n,oemcer_n,130.241,2.1826,0.5951,218.8556545,0.727343535,oemcer_n,388,OEMCER-N,N,2.01,42.53,21.15920398,,147.2,50.63551674,0.343991282,NA,NA,89.5,25.4351026,0.284191091,0.608992621,0.167731845,0.275425085
oemleria_cerasiformis_s,oemleria_cerasiformis_s,oemcer_s,123.817,3.3901,1.1285,109.71821,0.667118964,oemcer_s,389,OEMCER-S,S,2.05,43.01,20.9804878,,97.5,55.54027568,0.569643853,NA,NA,154.5,55.74993772,0.360841021,0.650581669,0.057419303,0.088258409
olea_europaea_n,olea_europea_n,oleeur_n,38.349,1.8716,1.0022,38.2648174,0.464522334,oleeur_n,390,OLEEUR-N,N,1.15,46.77,40.66956522,,6.9,0.567646212,0.082267567,NA,NA,7.02,0.833733237,0.118765418,NA,NA,NA
orthilia_secunda_n,orthilia_secunda_n,ortsec_n,61.518,1.2894,0.428,143.7336449,0.668062665,ortsec_n,391,ORTSEC-N,N,1.78,47.12,26.47191011,,7.4,1.712697677,0.231445632,NA,NA,207.5,38.53209341,0.185696836,NA,NA,NA
osmorhiza_berteroi_n,osmorhiza_berteroi_n,osmber_n,452.895,6.7124,1.1358,398.7453777,0.830790775,osmber_n,392,OSMBER-N,N,3.11,40.62,13.06109325,,21.88888889,8.069145625,0.368641171,NA,NA,81.7,14.10319113,0.172621678,NA,NA,NA
osmorhiza_occidentalis_n,osmorhiza_occidentalis_n,osmocc_n,201.053,2.7142,0.4161,483.1843307,0.846695159,osmocc_n,393,OSMOCC-N,N,3.45,40.99,11.88115942,,53.7,9.09273214,0.169324621,NA,NA,7.333333333,2.516611478,0.343174293,NA,NA,NA
packera_cana_s,packera_cana_s,paccan_s,33.93,1.89,0.5089,66.67321674,0.730740741,paccan_s,394,PACCAN-S,S,0.89,46.69,52.46067416,,7.4,2.270584849,0.30683579,NA,NA,3.03,0.44609416,0.147225796,NA,NA,NA
paxistima_myrsinites_n,paxistima_myrsinites_n,paxmyr_n,38.997,0.84,0.3566,109.3578239,0.57547619,paxmyr_n,395,PAXMYR-N,N,1.21,44.87,37.08264463,,43.2,11.19325194,0.259103054,NA,NA,3.25,0.544160924,0.16743413,0.79906,0.308402379,0.385956472
pectocarya_pusilla_n,pectocarya_pusilla_n,pecpus_n,1.264,0.0188,0.0045,280.8888889,0.760638298,pecpus_n,396,PECPUS-N,N,0.96,37.72,39.29166667,,12.25,1.87453698,0.153023427,NA,NA,NA,NA,NA,NA,NA,NA
pedicularis_densiflora_n,pedicularis_densiflora_n,pedden_n,518.569,13.4454,2.9755,174.2796169,0.778697547,pedden_n,397,PEDDEN-N,N,2.19,40.47,18.47945205,,25.7,10.22035007,0.397678991,NA,NA,1.77,0.600092585,0.339035359,NA,NA,NA
pedicularis_densiflora_s,pedicularis_densiflora_s,pedden_s,188.699,8.2857,2.356,80.09295416,0.715654682,pedden_s,398,PEDDEN-S,S,1.72,40.23,23.38953488,,14.6,3.306559138,0.226476653,NA,NA,NA,NA,NA,NA,NA,NA
pedicularis_racemosa_n,pedicularis_racemosa_n,pedrac_n,30.581,0.5542,0.0826,370.23,0.850956333,pedrac_n,399,PEDRAC-N,N,4,42.71,10.6775,,9.2,3.326659987,0.361593477,NA,NA,58.6,10.37304198,0.177014368,NA,NA,NA
pellaea_andromedifolia_n,pellaea_andromedifolia_n,peland_n,12.233,0.225,0.0525,233.0095238,0.766666667,peland_n,400,PELAND-N,N,2.03,45.82,22.57142857,,20.9,9.255028663,0.442824338,NA,NA,NA,NA,NA,NA,NA,NA
penstemon_heterophyllus_s,penstemon_heterophyllus_s,penhet_s,10.287,0.3768,0.1018,101.0510806,0.729830149,penhet_s,401,PENHET-S,S,1,42.21,42.21,,30.3,11.61464593,0.383321648,NA,NA,9.25,1.707825128,0.184629744,NA,NA,NA
penstemon_roezlii_s,penstemon_roezlii_s,penroe_s,33.867,1.06,0.3414,99.20035149,0.677924528,penroe_s,402,PENROE-S,S,1.46,46.95,32.15753425,,26.2,5.223876806,0.199384611,NA,NA,2.03,0.724262077,0.356779348,NA,NA,NA
pentagramma_triangularis_n,pentagramma_triangularis_n,pentri_n,394.647,10.47,2.861,137.9402307,0.726743075,pentri_n,403,PENTRI-N,N,2.3,50.15,21.80434783,,23.6,9.24000962,0.391525831,NA,NA,NA,NA,NA,NA,NA,NA
pentagramma_triangularis_s,pentagramma_triangularis_s,pentri_s,100.512,4.0185,1.2697,79.16200677,0.684036332,pentri_s,404,PENTRI-S,S,1.38,48.71,35.29710145,,9.55,3.386656824,0.354623751,NA,NA,NA,NA,NA,NA,NA,NA
perideridia_kelloggii_n,perideridia_kelloggii_n,perkel_n,327.307,14.3102,2.4704,132.4914994,0.827367891,perkel_n,405,PERKEL-N,N,2.93,42.17,14.39249147,,112.8,16.79814805,0.148919752,NA,NA,NA,NA,NA,NA,NA,NA
perideridia_kelloggii_s,perideridia_kelloggii_s,perkel_s,348.748,9.777,2.1378,163.1340631,0.781343971,perkel_s,406,PERKEL-S,S,2.51,41.5,16.53386454,,76.7,11.66238016,0.152051893,NA,NA,NA,NA,NA,NA,NA,NA
perideridia_oregana_s,perideridia_oregana_s,perore_s,53.813,3.2754,1.0926,49.25224236,0.666422422,perore_s,407,PERORE-S,S,0.93,40.92,44,,61.4,8.846845012,0.144085424,NA,NA,NA,NA,NA,NA,NA,NA
petasites_frigidus_var_palmatus_n,petasites_frigidus_var_palmatus_n,petfri_n,2940.403,114.82,10.41,282.4594621,0.909336353,petfri_n,409,PETFRI-N,N,3.24,42.35,13.07098765,,28.8,6.303438215,0.218869382,NA,NA,0.96,0.267498702,0.278644481,NA,NA,NA
petrorhagia_dubia_n,petrorhagia_dubia_n,petdub_n,4.145,0.0916,0.0254,163.1889764,0.722707424,petdub_n,408,PETDUB-N,N,0.92,50.85,55.27173913,,21.3,4.321779469,0.202900445,NA,NA,NA,NA,NA,NA,NA,NA
petrorhagia_prolifera_n,petrorhagia_prolifera_n,petpro_n,5.059,0.1544,0.041,123.3902439,0.734455959,petpro_n,410,PETPRO-N,N,0.77,44.16,57.35064935,,57.9,12.47619956,0.215478404,NA,NA,NA,NA,NA,NA,NA,NA
petrorhagia_prolifera_s,petrorhagia_prolifera_s,petpro_s,5.348,0.1182,0.0323,165.5727554,0.726734349,petpro_s,411,PETPRO-S,S,1.19,41.02,34.47058824,,21.6,4.351245033,0.201446529,NA,NA,NA,NA,NA,NA,NA,NA
phacelia_corymbosa_s,phacelia_corymbosa_s,phacor_s,144.582,4.7,1.0685,135.3130557,0.772659574,phacor_s,412,PHACOR-S,S,2.89,41.05,14.20415225,,41.4,7.089898918,0.171253597,NA,NA,0.82,0.269979423,0.329243199,NA,NA,NA
phacelia_distans_n,phacelia_distans_n,phadis_n,62.763,1.6729,0.27,232.4555556,0.838603622,phadis_n,413,PHADIS-N,N,2.26,33.54,14.84070796,,40.1,11.02975773,0.275056302,NA,NA,NA,NA,NA,NA,NA,NA
phacelia_distans_s,phacelia_distans_s,phadis_s,10.682,0.2951,0.0645,165.6124031,0.781430024,phadis_s,418,PHADIS-S,S,2.52,37.64,14.93650794,,42.4,8.745792639,0.206268694,NA,NA,NA,NA,NA,NA,NA,NA
phacelia_hastata_ssp_hastata_n,phacelia_hastata_ssp_hastata_n,phahas_n,82.448,2.2378,0.5488,150.2332362,0.754759138,phahas_n,416,PHAHIS-N,N,2.09,40.48,19.36842105,phahas_n missing from CN,59.4,13.17573527,0.221813725,NA,NA,63.4,20.95603864,0.330536887,NA,NA,NA
phacelia_hastata_ssp_hastata_s,phacelia_hastata_ssp_hastata_s,phahas_s,23.658,1.03,0.2131,111.0183013,0.793106796,phahas_s,414,PHAHAS-S,S,1.79,40.98,22.89385475,,6.66,1.912647961,0.287184379,NA,NA,2.41,0.467736868,0.194081688,NA,NA,NA
phacelia_heterophylla_n,phacelia_heterophylla_n,phahet_n,135.088,2.6045,0.3573,378.0800448,0.86281436,phahet_n,415,PHAHET-N,N,3.19,38.19,11.97178683,,21.3,8.138386408,0.382083869,NA,NA,NA,NA,NA,NA,NA,NA
phacelia_imbricata_n,phacelia_imbricata_n,phaimb_n,62.041,1.7781,0.5428,114.298084,0.69473033,phaimb_n,417,PHAIMB-N,N,1.54,36.8,23.8961039,,41.9,13.11868896,0.313095202,NA,NA,69.1,16.43471935,0.237839643,NA,NA,NA
philadelphus_lewisii_n,philadelphus_lewisii_n,philew_n,55.605,0.6494,0.10425,542.73416,0.8394672,philew_n,424,PHILEW-N,N,3.14,42.84,13.6433121,,1.7125,1.125058478,0.656968454,NA,NA,46.645,50.46759747,1.081950852,0.670144906,0.420883757,0.628048879
phlox_adsurgens_n,phlox_adsurgens_n,phlads_n,45.683,0.91,0.2,228.415,0.78021978,phlads_n,420,PHLADS-N,N,1.22,40.48,33.18032787,,6.49,3.022305963,0.465686589,NA,NA,2.18,0.311982906,0.143111425,NA,NA,NA
phlox_diffusa_s,phlox_diffusa_s,phldif_s,34.487,0.87,0.2469,139.6800324,0.716206897,phldif_s,421,PHLDIF-S,S,1.22,41.17,33.74590164,,2.48,0.962404396,0.388066289,NA,NA,NA,NA,NA,NA,NA,NA
phlox_gracilis_n,phlox_gracilis_n,phlgra_n,10.108,0.2681,0.0429,235.6177156,0.83998508,phlgra_n,422,PHLGRA-N,N,2.01,39.1,19.45273632,,8.3,1.567021236,0.188797739,NA,NA,NA,NA,NA,NA,NA,NA
