id,old_id,code.x,area_cm2,fresh_wt_g,dry_wt_g,sla_cm2_g,lwc,code.y,Sample.number,Species.code,ecotype,X.N,X.C,C.N,NotesOnChanges,HtcmMn,HtcmSD,HtcmCV,ID.1,spines,ToughMn,ToughSD,ToughCV,WdDens10Mn,WdDens10SD,WdDens10CV 
holocarpha_virgata_n,holocarpha_virgata_n,holvir_n,4.869,0.1161,0.0332,146.6566265,0.714039621,holvir_n,12,HOLVIR-N,N,2.18,39.19,17.97706422,,24.3,3.497618237,0.143934907,NA,NA,NA,NA,NA,NA,NA,NA
holocarpha_virgata_s,holocarpha_virgata_s,holvir_s,34.907,1.1147,0.1893,184.4004226,0.830178523,holvir_s,10,HOLVIR-S,S,2.7,38.18,14.14074074,,39,4.760952286,0.1220757,NA,NA,NA,NA,NA,NA,NA,NA
holodiscus_discolor_n,holodiscus_discolor_n,holdis_n,86.963,0.8913,0.2503,347.4350779,0.71917424,holdis_n,49,HOLDIS-N,N,2.51,44.26,17.63346614,,141.4,32.32886567,0.228634128,NA,NA,76.5,21.81360432,0.285145154,0.834013836,0.145336723,0.174261765
holodiscus_dumosus_s,holodiscus_dumosus_s,holdum_s,16.991,0.3613,0.1885,90.13793103,0.478272903,holdum_s,50,HOLDUM-S,S,1.84,46.1,25.05434783,,106,27.26414006,0.257208869,NA,NA,110,23.68778401,0.215343491,0.786121667,0.290690839,0.369778434
hordeum_brachyantherum_n,hordeum_brachyantherum_n,horbra_n,20.379,0.2705,0.111,183.5945946,0.589648799,horbra_n,7,HORBRA-N,N,0.93,39.94,42.94623656,,54.8,8.495750572,0.155031945,NA,NA,NA,NA,NA,NA,NA,NA
hordeum_brachyantherum_s,hordeum_brachyantherum_s,horbra_s,27.572,0.3271,0.0847,325.5253837,0.74105778,horbra_s,6,HORBRA-S,S,1.39,39.76,28.60431655,,62.8,15.76071064,0.25096673,NA,NA,NA,NA,NA,NA,NA,NA
hordeum_marinum_n,hordeum_marinum_n,hormar_n,6.725,0.08,0.0266,252.8195489,0.6675,hormar_n,227,HORMAR-N,N,1.18,38.84,32.91525424,,17,5.185449729,0.305026455,NA,NA,NA,NA,NA,NA,NA,NA
hordeum_marinum_s,hordeum_marinum_s,hormar_s,18.059,0.2338,0.0686,263.2507289,0.706586826,hormar_s,228,HORMAR-S,S,1.98,38.61,19.5,,15,3.055050463,0.203670031,NA,NA,NA,NA,NA,NA,NA,NA
hordeum_murinum_n,hordeum_murinum_n,hormur_n,21.882,0.2101,0.056,390.75,0.733460257,hormur_n,229,HORMUR-N,N,3.21,41.04,12.78504673,,42.4,16.86679842,0.397801849,NA,NA,NA,NA,NA,NA,NA,NA
hordeum_murinum_s,hordeum_murinum_s,hormur_s,31.729,0.415,0.104,305.0865385,0.74939759,hormur_s,233,HORMUR-S,S,1.94,35.38,18.2371134,,23.1,9.982762922,0.432154239,NA,NA,NA,NA,NA,NA,NA,NA
horkelia_sericata_s,horkelia_sericata_s,horser_s,63.851,2.24,0.6871,92.92824916,0.693258929,horser_s,234,HORSER-S,S,1.93,42.79,22.17098446,,5.8,1.398411798,0.241105482,NA,NA,NA,NA,NA,NA,NA,NA
hydrophyllum_fendleri_n,hydrophyllum_fendleri_n,hydfen_n,999.495,24.3642,2.095,477.0859189,0.914013183,hydfen_n,235,HYDFEN-N,N,4.39,39.26,8.943052392,,22,3.16227766,0.143739894,NA,NA,56,21.45796925,0.383178022,NA,NA,NA
hydrophyllum_occidentale_n,hydrophyllum_occidentale_n,hydocc_n,856.162,19.5384,1.7316,494.4340494,0.911374524,hydocc_n,236,HYDOCC-N,N,3.29,37.91,11.52279635,,18.4,4.273952113,0.232280006,NA,NA,28.2,12.68244631,0.449732139,NA,NA,NA
hypericum_concinnum_n,hypericum_concinnum_n,hypcon_n,8.322,0.1576,0.0469,177.4413646,0.702411168,hypcon_n,237,HYPCON-N,N,1.45,43.66,30.11034483,,26.3,8.014570065,0.304736504,NA,NA,NA,NA,NA,NA,NA,NA
hypericum_concinnum_s,hypericum_concinnum_s,hypcon_s,9.298,0.1822,0.0451,206.1640798,0.752469813,hypcon_s,238,HYPCON-S,S,2.15,44.34,20.62325581,,17.7,4.423422506,0.249910876,NA,NA,NA,NA,NA,NA,NA,NA
hypericum_perforatum_n,hypericum_perforatum_n,hypper_n,61.109,0.84,0.2052,297.8021442,0.755714286,hypper_n,240,HYPPER-N,N,3.21,46.69,14.54517134,,39.3,8.756584824,0.222813863,NA,NA,NA,NA,NA,NA,NA,NA
hypericum_perforatum_s,hypericum_perforatum_s,hypper_s,9.349,0.1367,0.0371,251.9946092,0.72860278,hypper_s,241,HYPPER-S,S,2.24,46.49,20.75446429,,59.8,14.40524596,0.240890401,NA,NA,102.2,19.92095491,0.194921281,NA,NA,NA
hypochaeris_glabra_n,hypochaeris_glabra_n,hypgla_n,85.296,3.6555,0.383,222.7049608,0.895226371,hypgla_n,239,HYPGLA-N,N,2.17,39.03,17.98617512,,5.1,1.197219,0.234748823,NA,NA,128.9,28.83843885,0.223727222,NA,NA,NA
hypochaeris_glabra_s,hypochaeris_glabra_s,hypgla_s,56.289,2.0653,0.2382,236.3098237,0.884665666,hypgla_s,137,HYPGLA-S,S,1.83,36.82,20.12021858,,2.3,1.059349905,0.460586915,NA,NA,116.5,25.02110221,0.214773409,NA,NA,NA
hypochaeris_radicata_n,hypochaeris_radicata_n,hyprad_n,147.654,5.7381,0.6434,229.4902083,0.887872292,hyprad_n,242,HYPRAD-N,N,1.92,36.58,19.05208333,,9.5,2.677063067,0.281796112,NA,NA,1.9,0.858939915,0.45207364,NA,NA,NA
hypochaeris_radicata_s,hypochaeris_radicata_s,hyprad_s,96.449,3.8667,0.3908,246.7988741,0.898931906,hyprad_s,243,HYPRAD-S,S,2.28,38.27,16.78508772,,14.2,4.442221666,0.312832512,NA,NA,110.2,30.62968785,0.277946351,NA,NA,NA
iris_bracteata_s,iris_bracteata_s,iribra_s,345.147,19.365,7.2465,47.6294763,0.625793958,iribra_s,197,IRIBRA-S,S,1.16,46.05,39.69827586,,27.8,7.631076813,0.274499166,NA,NA,NA,NA,NA,NA,NA,NA
iris_chrysophylla_n,iris_chrysophylla_n,irichr_n,104.443,2.265,0.5715,182.7524059,0.747682119,irichr_n,244,IRICHR-N,N,2.47,42.14,17.06072874,,9.6,1.95505044,0.203651087,NA,NA,6.75,2.31864424,0.34350285,NA,NA,NA
iris_chrysophylla_s,iris_chrysophylla_s,irichr_s,65.641,3.37,0.8801,74.58357005,0.73884273,irichr_s,245,IRICHR-S,S,1.38,42.87,31.06521739,,21.9,3.63470922,0.165968458,NA,NA,10,0,0,NA,NA,NA
iris_douglasiana_s,iris_douglasiana_s,iridou_s,270.634,9.7539,2.4339,111.1935577,0.750469043,iridou_s,246,IRIDOU-S,S,1.74,44.67,25.67241379,,21.7,8.340663443,0.384362371,NA,NA,NA,NA,NA,NA,NA,NA
iris_macrosiphon_n,iris_macrosiphon_n,irimac_n,122.385,4.8937,1.3406,91.29121289,0.726055949,irimac_n,247,IRIMAC-N,N,2.05,43.43,21.18536585,,32,5.57773351,0.174304172,NA,NA,NA,NA,NA,NA,NA,NA
iris_macrosiphon_s,iris_macrosiphon_s,irimac_s,118.9895,4.034,1.25975,99.15284,0.687716906,irimac_s,248,IRIMAC-S,S,1.61,43.09,26.76397516,,28.6,8.60490816,0.300870915,NA,NA,NA,NA,NA,NA,NA,NA
isocoma_menziesii_s,isocoma_menziesii_s,isomen_s,14.471,0.5517,0.1706,84.82415006,0.690773971,isomen_s,251,ISOMEN-S,S,1.94,42.28,21.79381443,,30.3,11.31419953,0.373405925,NA,NA,NA,NA,NA,0.514607,0.100627617,0.195542651
juniperus_californica_n,juniperus_californica_n,juncal_n,2.49,0.1069,0.0939,26.51757188,0.12160898,NA,NA,NA,NA,NA,NA,NA,NA,403,115.8591098,0.287491588,NA,NA,NA,NA,NA,0.58152068,0.106797691,0.183652439
juniperus_californica_s,juniperus_californica_s,juncal_s,3.791,0.099,0.0858,44.18414918,0.133333333,juncal_s,253,JUNCAL-S,S,1.12,48.14,42.98214286,,341,96.31545393,0.282450012,NA,NA,NA,NA,NA,0.664163812,0.054077701,0.081422234
juniperus_communis_s,juniperus_communis_s,juncom_s,1.4155,0.0534,0.03365,44.93472,0.369850187,juncom_s,255,JUNCOM-S,S,0.88,53.03,60.26136364,,16.45,6.59724823,0.401048525,NA,NA,NA,NA,NA,0.635389118,0.08860489,0.139449808
juniperus_occidentalis_s,juniperus_occidentalis_s,junocc_s,1.81,0.0933,0.0818,22.12713936,0.123258307,junocc_s,256,JUNOCC-S,S,1.62,49.2,30.37037037,,810,207.8995484,0.256666109,NA,NA,NA,NA,NA,0.724474837,0.193948036,0.26770845
keckiella_breviflora_n,keckiella_breviflora_n,kecbre_n,37.743,0.7636,0.2884,130.870319,0.622315348,kecbre_n,257,KECBRE-N,N,1.21,45.38,37.50413223,,106.6,21.5158856,0.201837576,NA,NA,210.5,31.30938801,0.148738185,0.455337434,0.095904067,0.21062197
keckiella_lemoni_s,keckiella_lemonii_s,keclem_s,16.607,0.3152,0.1199,138.5070892,0.619606599,keclem_s,258,KECLEM-S,S,1.09,46.32,42.49541284,,101.1,19.71153075,0.194970631,NA,NA,200.5,41.86287138,0.208792376,0.488606955,0.065051179,0.133136008
koeleria_macrantha_s,koeleria_macrantha_s,koemac_s,28.181,0.4966,0.1543,182.6377187,0.689287153,koemac_s,259,KOEMAC-S,S,1.18,37.91,32.12711864,,54.8,12.82185634,0.233975481,NA,NA,NA,NA,NA,NA,NA,NA
lactuca_serriola_n,lactuca_serriola_n,lacser_n,155.046,3.7422,0.4889,317.1323379,0.869354925,lacser_n,260,LACSER-N,N,1.87,38.85,20.77540107,,18.4,3.680277767,0.200015096,36,2,NA,NA,NA,NA,NA,NA
lactuca_serriola_s,lactuca_serriola_s,lacser_s,288.972,6.1865,0.9231,313.0451739,0.850788006,lacser_s,261,LACSER-S,S,3.09,41.23,13.34304207,,26.3,5.73585216,0.218093238,35,2,114.4,20.73215431,0.181225125,NA,NA,NA
lagophylla_minor_n,lagophylla_minor_n,lagmin_n,2.691,0.0703,0.0126,213.5714286,0.820768137,lagmin_n,262,LAGMIN-N,N,1.9,35.67,18.77368421,,15.2,3.39280284,0.223210713,NA,NA,NA,NA,NA,NA,NA,NA
lagophylla_minor_s,lagophylla_minor_s,lagmin_s,10.499,0.3806,0.0593,177.0489039,0.844193379,lagmin_s,263,LAGMIN-S,S,1.49,34.8,23.3557047,,9.5,2.838231061,0.298761164,NA,NA,NA,NA,NA,NA,NA,NA
lasthenia_californica_n,lasthenia_californica_n,lascal_n,2.213,0.0431,0.0051,433.9215686,0.881670534,NA,NA,NA,NA,NA,NA,NA,NA,17.45,2.692066534,0.154273154,NA,NA,NA,NA,NA,NA,NA,NA
lasthenia_californica_s,lasthenia_californica_s,lascal_s,8.891,0.2358,0.0346,256.9653179,0.853265479,lascal_s,264,LASCAL-S,S,2.39,38.86,16.25941423,,9.14,1.429996115,0.156454717,NA,NA,NA,NA,NA,NA,NA,NA
lathyrus_polyphyllus_n,lathyrus_polyphyllus_n,latpol_n,284.819,3.9288,0.8102,351.5415947,0.793779271,latpol_n,265,LATPOL-N,N,5.62,43.55,7.74911032,,48.8,9.554521908,0.195789383,NA,NA,157,64.94442068,0.41365873,NA,NA,NA
lathyrus_vestitus_n,lathyrus_vestitus_n,latves_n,330.053,6.4212,1.3296,248.2348075,0.7929359,latves_n,161,LATVES-N,N,5.35,43.62,8.153271028,,96.55555556,38.33442027,0.397019312,NA,NA,2.61,1.277541041,0.489479326,NA,NA,NA
lathyrus_vestitus_s,lathyrus_vestitus_s,latves_s,43.421,0.7985,0.2039,212.9524277,0.744646212,latves_s,267,LATVES-S,S,3.12,42.5,13.62179487,,35,11.12554618,0.317872748,NA,NA,2.49,0.770930174,0.309610512,NA,NA,NA
layia_chrysanthemoides_n,layia_chrysanthemoides_n,laychr_n,15.829,0.3414,0.0526,300.9315589,0.84592853,laychr_n,268,LAYCHR-N,N,1.63,39.84,24.44171779,,16.95,2.910230995,0.171695044,NA,NA,NA,NA,NA,NA,NA,NA
layia_platyglossa_n,layia_platyglossa_n,laypla_n,7.466,0.1591,0.0236,316.3559322,0.851665619,laypla_n,269,LAYPLA-N,N,2.02,38.71,19.16336634,,14.4,3.717824932,0.258182287,NA,NA,NA,NA,NA,NA,NA,NA
layia_platyglossa_s,layia_platyglossa_s,laypla_s,59.123,1.4142,0.1808,327.0077434,0.872153868,laypla_s,270,LAYPLA-S,S,1.76,35.41,20.11931818,,37.7,4.831608888,0.128159387,NA,NA,68.4,16.72788756,0.24455976,NA,NA,NA
lepechinia_calycina_n,lepechinia_calycina_n,lepcal_n,236.717,3.692,0.5245,451.3193518,0.857936078,NA,NA,NA,NA,NA,NA,NA,NA,0.635,0.19155794,0.301666048,NA,NA,NA,NA,NA,NA,NA,NA
lepidium_nitidum_n,lepidium_nitidum_n,lepnit_n,5.57,0.0934,0.0179,311.1731844,0.808351178,lepnit_n,271,LEPNIT-N,N,2.32,38.25,16.48706897,,5.1,3.281259921,0.643384298,NA,NA,NA,NA,NA,NA,NA,NA
lepidium_nitidum_s,lepidium_nitidum_s,lepnit_s,11.698,0.3467,0.0734,159.373297,0.788289588,lepnit_s,272,LEPNIT-S,S,2.03,39.55,19.48275862,,10.78,1.103328298,0.102349564,NA,NA,NA,NA,NA,NA,NA,NA
lessingia_filaginifolia_var_californica_n,lessingia_filaginifolia_var_californica_n,lesfil_n,15.049,0.274,0.0876,171.7922374,0.680291971,lesfil_n,273,LESFIL-N,N,1.93,43.81,22.69948187,,3.66,1.576353034,0.43069755,NA,NA,105.9,30.58485464,0.288808826,NA,NA,NA
lessingia_ramulosa_s,lessingia_ramulosa_s,lesram_s,11.771,0.2127,0.0517,227.6789168,0.75693465,lesram_s,274,LESRAM-S,S,2.29,39.91,17.4279476,,19.6,6.535373831,0.33343744,NA,NA,NA,NA,NA,NA,NA,NA
lewisia_oppositifolia_s,lewisia_oppositifolia_s,lewopp_s,42.055,4.38,0.4043,104.0192926,0.907694064,lewopp_s,275,LEWOPP-S,S,1.53,40.05,26.17647059,,12.27,3.015165372,0.245734749,NA,NA,2.52,0.72234187,0.286643599,NA,NA,NA
ligusticum_apiifolium_s,ligusticum_apiifolium_s,ligapi_s,1860.148,65.982,17.0038,109.3960174,0.742296384,ligapi_s,277,LIGAPI-S,S,2.03,40.11,19.75862069,,38.2,14.66515144,0.383904488,NA,NA,143.5,43.59217565,0.303778228,NA,NA,NA
ligusticum_grayi_n,ligusticum_grayii_n,liggra_n,1829.099,49.942,10.3351,176.9793229,0.793057947,liggra_n,278,LIGGRE-N,N,3.35,40.36,12.04776119,liggra_n missing from CN,27.9,7.140650453,0.255937292,NA,NA,NA,NA,NA,NA,NA,NA
lilium_bolanderi_s,lilium_bolanderi_s,lilbol_s,48.839,1.7,0.2273,214.8658161,0.866294118,lilbol_s,279,LILBOL-S,S,2.37,44.38,18.7257384,,41.5,NA,NA,NA,NA,1.59,0.36651512,0.230512654,NA,NA,NA
lilium_columbianum_n,lilium_columbianum_n,lilcol_n,303.624,7.5331,0.8213,369.6870815,0.890974499,lilcol_n,280,LILCOL-N,N,3.01,42.38,14.07973422,,66.5,25.28174572,0.380176627,NA,NA,120.5,37.15208982,0.308316098,NA,NA,NA
linanthus_bicolor_n,linanthus_bicolor_n,linbic_n,3.942,0.0713,0.0139,283.5971223,0.805049088,linbic_n,281,LINBIC-N,N,2.03,40.02,19.71428571,,7.6,1.837873167,0.241825417,NA,NA,NA,NA,NA,NA,NA,NA
linanthus_bicolor_s,linanthus_bicolor_s,linbic_s,3.486,0.0501,0.013,268.1538462,0.740518962,NA,NA,NA,NA,NA,NA,NA,NA,3.8,0.91772666,0.241507016,NA,NA,NA,NA,NA,NA,NA,NA
linanthus_ciliatus_n,linanthus_ciliatus_n,lincil_n,6.815,0.2526,0.0513,132.8460039,0.796912114,lincil_n,284,LINCIL-N,N,2.16,37.41,17.31944444,,14.4,2.913569784,0.202331235,NA,NA,NA,NA,NA,NA,NA,NA
linanthus_dichotomus_s,linanthus_dichotomus_s,lindic_s,4.947,0.1541,0.027,183.2222222,0.824789098,lindic_s,283,LINDIC-S,S,1.97,40.31,20.46192893,,8.26,1.85424438,0.224484792,NA,NA,NA,NA,NA,NA,NA,NA
linanthus_parviflorus_s,linanthus_parviflorus_s,linpar_s,3.203,0.0656,0.0127,252.2047244,0.806402439,linpar_s,159,LINPAR-S,S,2.04,39.94,19.57843137,,5.58,1.974166491,0.353793278,NA,NA,NA,NA,NA,NA,NA,NA
linnaea_borealis_var_longiflora_n,linnaea_borealis_var_longiflora_n,linbor_n,57.197,0.91,0.3036,188.3959157,0.666373626,linbor_n,282,LINBOR-N,N,1,41.37,41.37,,7.63,2.27354349,0.297974245,NA,NA,2.55,0.712195354,0.279292296,NA,NA,NA
listera_cordata_n,listera_cordata_n,liscor_n,44.565,0.935,0.0859,518.8009313,0.908128342,liscor_n,286,LISCOR-N,N,2.8,42.2,15.07142857,,13.1,2.643650675,0.201805395,NA,NA,2.05,0.44032816,0.214794225,NA,NA,NA
lithocarpus_densiflorus_n,lithocarpus_densiflora_n,litden_n,172.471,5.4774,2.7255,63.28049899,0.502409903,litden_n,288,LITDEN-N,N,1.04,49.82,47.90384615,,710,172.8840331,0.243498638,NA,NA,518.5,110.0769933,0.212298926,0.776386936,0.197446315,0.254314319
lithocarpus_densiflorus_var_echinoides_s,lithocarpus_densiflora_var_echinoides_s,litden_s,56.723,2.1864,1.24,45.74435484,0.432857666,litden_s,276,LITDEN-S,S,1.04,51.84,49.84615385,,92.8,24.77364191,0.266957348,NA,NA,7.35,0.907070988,0.123411019,0.645045267,0.167095046,0.259043907
lithophragma_heterophyllum_n,lithophragma_heterophyllum_n,lithet_n,74.179,1.4133,0.1797,412.7935448,0.872850775,lithet_n,289,LITHET-N,N,2.41,39.81,16.5186722,,35.8,13.603921,0.379997793,NA,NA,NA,NA,NA,NA,NA,NA
lithospermum_californicum_s,lithospermum_californicum_s,litcal_s,29.568,1.145,0.2462,120.0974817,0.784978166,litcal_s,287,LITCAL-S,S,2.22,39.37,17.73423423,,14.6,2.988868236,0.204717002,NA,NA,0.81,0.220856917,0.27266286,NA,NA,NA
lolium_multiflorum_n,lolium_multiflorum_n,lolmul_n,24.065,0.3352,0.0954,252.2536688,0.715393795,lolmul_n,290,LOLMUL-N,N,1.86,39.35,21.15591398,,53.5,11.77803983,0.220150277,NA,NA,NA,NA,NA,NA,NA,NA
lolium_multiflorum_s,lolium_multiflorum_s,lolmul_s,20.108,0.3035,0.0912,220.4824561,0.699505766,lolmul_s,291,LOLMUL-S,S,below detection,35.9,NA,,49.7,6.074537019,0.122224085,NA,NA,NA,NA,NA,NA,NA,NA
lolium_perenne_s,lolium_perenne_s,lolper_s,19.861,0.2937,0.0711,279.3389592,0.757916241,lolper_s,292,LOLPER-S,S,1.49,38.61,25.91275168,,23.4,5.94792214,0.254184707,NA,NA,2.38,0.736055553,0.309267039,NA,NA,NA
lomatium_dasycarpum_n,lomatium_dasycarpum_n,lomdas_n,447.39,23.7309,6.1936,72.2342418,0.739006949,lomdas_n,293,LOMDAS-N,N,2.42,40.96,16.92561983,,25.3,4.164666186,0.164611312,NA,NA,NA,NA,NA,NA,NA,NA
lomatium_dasycarpum_s,lomatium_dasycarpum_s,lomdas_s,141.836,6.4179,1.1103,127.7456543,0.826999486,lomdas_s,294,LOMDAS-S,S,2.77,41.29,14.90613718,,29.4,2.633122354,0.089561985,NA,NA,NA,NA,NA,NA,NA,NA
lomatium_howellii_s,lomatium_howellii_s,lomhow_s,643.363,28.74,5.2538,122.456698,0.817195546,lomhow_s,295,LOMHOW-S,S,2.29,42,18.34061135,,8.56,3.692394586,0.431354508,NA,NA,2.97,0.61110101,0.205757916,NA,NA,NA
lomatium_macrocarpum_s,lomatium_macrocarpum_s,lommac_s,931.3583,32.485,7.1349,130.5355786,0.780363245,lommac_s,298,LOMMAC-S,S,2.64,43.27,16.39015152,,34.6,5.4201271,0.156651072,NA,NA,NA,NA,NA,NA,NA,NA
lomatium_marginatum_n,lomatium_marginatum_n,lommar_n,242.135,5.3133,1.4818,163.4059927,0.721114938,lommar_n,296,LOMMAR-N,N,1.55,39.11,25.23225806,,12.2,3.293090409,0.269925443,NA,NA,NA,NA,NA,NA,NA,NA
lomatium_marginatum_s,lomatium_marginatum_s,lommar_s,310.602,15.6665,3.6617,84.82453505,0.766271982,lommar_s,297,LOMMAR-S,S,3.15,40.97,13.00634921,,21,5.157734214,0.245606391,NA,NA,NA,NA,NA,NA,NA,NA
lomatium_triternatum_s,lomatium_triternatum_s,lomtri_s,175.632,4.82,1.4524,120.9253649,0.698672199,lomtri_s,299,LOMTRI-S,S,2.26,42.59,18.84513274,,26.65,9.006324938,0.337948403,NA,NA,2.13,0.761650255,0.357582279,NA,NA,NA
lomatium_utriculatum_n,lomatium_utriculatum_n,lomutr_n,415.448,13.5103,2.8476,145.8940862,0.789227478,lomutr_n,13,LOMUTR-N,N,2.54,38.96,15.33858268,,19.9,5.065131346,0.254529213,NA,NA,NA,NA,NA,NA,NA,NA
lomatium_utriculatum_s,lomatium_utriculatum_s,lomutr_s,123.138,7.2941,1.451,84.86423156,0.801072099,lomutr_s,9,LOMUTR-S,S,2.5,39.22,15.688,,11.87,2.495796466,0.210260865,NA,NA,NA,NA,NA,NA,NA,NA
lonicera_conjugialis_n,lonicera_conjugialis_n,loncon_n,182.046,2.485,0.4832,376.7508278,0.80555332,loncon_n,1,LONCON-N,N,2.67,43.12,16.14981273,,107.5,117.335464,1.091492688,NA,NA,1.08,0.559364719,0.517930295,0.326444444,0.128029236,0.392193031
lonicera_hispidula_n,lonicera_hispidula_n,lonhis_n,71.865,1.3519,0.492,146.0670732,0.636067756,lonhis_n,4,LONHIS-N,N,1.74,44.19,25.39655172,Suspected to be LONHIS-S #10 in list for CN report,0.5,0,0,NA,NA,141.4,29.70297404,0.210063466,0.696978333,0.531765279,0.76295812
lonicera_hispidula_s,lonicera_hispidula_s,lonhis_s,149.025,2.6928,0.939,158.7060703,0.651292335,lonhis_s,3,LONHIS-S,S,1.25,45.68,36.54275727,,150.8,45.96568769,0.304812253,NA,NA,254.5,59.83542243,0.235109715,0.489499167,0.276538576,0.564941874
lonicera_interrupta_n,lonicera_interrupta_n,lonint_n,34.937,0.7815,0.2651,131.7880045,0.66078055,lonint_n,5,LONINT-N,N,1.32,43.16,32.6969697,,56.9,21.68178959,0.381050784,NA,NA,NA,NA,NA,0.567542421,0.407105497,0.717312896
lonicera_interrupta_s,lonicera_interrupta_s,lonint_s,44.06,1.08715,0.4047,108.88138,0.627742262,lonint_s,8,LONINT-S,S,1.51,43.75,28.97350993,,157.5,63.8579152,0.405447081,NA,NA,173.9,17.58439965,0.101117882,NA,NA,NA
lonicera_subspicata_s,lonicera_subspicata_s,lonsub_s,19.884,0.551,0.2486,79.9839099,0.548820327,lonsub_s,300,LONSUB-S,S,1.16,48.16,41.51724138,,125.5,37.67182855,0.300173933,NA,NA,264.5,45.97402648,0.173814845,0.615215945,0.221498204,0.360033263
lotus_grandiflorus_n,lotus_grandiflorus_n,lotgra_n,6.417,0.192,0.0461,139.197397,0.759895833,lotgra_n,301,LOTGRA-N,N,3.43,42.66,12.43731778,,14.4,1.897366596,0.131761569,NA,NA,NA,NA,NA,NA,NA,NA
lotus_humistratus_n,lotus_humistratus_n,lothum_n,7.907,0.2249,0.0486,162.6954733,0.783903957,lothum_n,302,LOTHUM-N,N,2.11,39.98,18.9478673,,5.55,3.269811411,0.589155209,NA,NA,NA,NA,NA,NA,NA,NA
lotus_humistratus_s,lotus_humistratus_s,lothum_s,6.4425,0.25245,0.04665,141.10096,0.815210933,lothum_s,304,LOTHUM-S,S,2.09,32.94,15.76076555,,7.5,1.870828693,0.249443826,NA,NA,NA,NA,NA,NA,NA,NA
lotus_micranthus_n,lotus_micranthus_n,lotmic_n,4.861,0.0818,0.0182,267.0879121,0.777506112,lotmic_n,305,LOTMIC-N,N,4.94,43.44,8.793522267,,13.6,4.299870799,0.316166971,NA,NA,NA,NA,NA,NA,NA,NA
lotus_micranthus_s,lotus_micranthus_s,lotmic_s,25.241,0.4836,0.0864,292.1412037,0.82133995,lotmic_s,306,LOTMIC-S,S,3.26,43.52,13.34969325,,15.85,3.000462927,0.189303655,NA,NA,NA,NA,NA,NA,NA,NA
lotus_purshianus_s,lotus_purshianus_s,lotpur_s,24.614,0.4196,0.0739,333.0717185,0.823879886,lotpur_s,307,LOTPUR-S,S,2.77,42.66,15.40072202,,16.75,6.214901447,0.371038892,NA,NA,NA,NA,NA,NA,NA,NA
lotus_scoparius_n,lotus_scoparius_n,lotsco_n,8.052,0.2035,0.0528,152.5,0.740540541,lotsco_n,308,LOTSCO-N,N,3.94,43.82,11.12182741,,NA,NA,NA,NA,NA,NA,NA,NA,0.41762,NA,NA
lotus_scoparius_s,lotus_scoparius_s,lotsco_s,3.019,0.2087,0.0521,57.9462572,0.750359368,lotsco_s,309,LOTSCO-S,S,2.58,44.81,17.36821705,,56,14.77234654,0.263791902,NA,NA,NA,NA,NA,NA,NA,NA
lotus_wrangelianus_n,lotus_wrangelianus_n,lotwra_n,15.564,0.4527,0.0653,238.3460949,0.855754363,lotwra_n,310,LOTWRA-N,N,3.44,38.56,11.20930233,,9.65,1.748809119,0.181223743,NA,NA,NA,NA,NA,NA,NA,NA
lotus_wrangelianus_s,lotus_wrangelianus_s,lotwra_s,14.387,0.4264,0.0735,195.7414966,0.827626642,lotwra_s,311,LOTWRA-S,S,3.09,38.5,12.45954693,,5.91,2.005797154,0.339390381,NA,NA,NA,NA,NA,NA,NA,NA
lupinus_albicaulis_n,lupinus_albicaulis_n,lupalb_n,171.504,4.5535,0.6787,252.6948578,0.850949819,lupalb_n,313,LUPALB-N,N,5.38,44.18,8.211895911,,35.1,7.093815773,0.202103013,NA,NA,46,15.8113883,0.343725833,NA,NA,NA
lupinus_albifrons_n,lupinus_albifrons_n,lupalb2_n,45.054,1.9619,0.5341,84.3549897,0.727763902,lupalb2_n,312,LUPALB2-N,N,2.01,40.66,20.22885572,,58,14.95920378,0.257917307,NA,NA,NA,NA,NA,0.524302562,0.052207749,0.099575613
lupinus_albifrons_s,lupinus_albifrons_s,lupalb2_s,74.471,2.98,0.6667,111.700915,0.776275168,lupalb2_s,314,LUPALB2-S,S,3.63,42.7,11.7630854,,74.5,14.80427866,0.19871515,NA,NA,92.7,30.36463586,0.3275581,0.229443594,0.039605561,0.172615675
lupinus_bicolor_n,lupinus_bicolor_n,lupbic_n,29.33,1.0061,0.1764,166.2698413,0.824669516,lupbic_n,315,LUPBIC-N,N,3.61,41.69,11.54847645,,35.8,3.881580434,0.108424034,NA,NA,46.8,11.83966967,0.252984395,NA,NA,NA
lupinus_bicolor_s,lupinus_bicolor_s,lupbic_s,25.535,0.9461,0.171,149.3274854,0.819258007,lupbic_s,316,LUPBIC-S,S,3.65,38.23,10.4739726,,15.85,2.472627932,0.156001762,NA,NA,NA,NA,NA,NA,NA,NA
lupinus_microcarpus_n,lupinus_microcarpus_n,lupmic_n,213.687,6.7644,0.9002,237.3772495,0.866920939,lupmic_n,317,LUPMIC-N,N,4.41,41.94,9.510204082,,29.2,11.69805302,0.400618254,NA,NA,NA,NA,NA,NA,NA,NA
lupinus_microcarpus_s,lupinus_microcarpus_s,lupmic_s,72.871,3.4804,0.5184,140.5690586,0.851051603,lupmic_s,318,LUPMIC-S,S,3.56,37.05,10.40730337,,14.2,3.705851229,0.260975439,NA,NA,NA,NA,NA,NA,NA,NA
