PlotID,year,Species,SEEDLING/RESPROUT
BOB002,2021,CALBRE,
BOB002,2022,CALBRE,
BOB002,2022,CALBRE,
BOB003,2021,CALBRE,
BOB003,2022,CALBRE,
BOB004,2021,CALBRE,
BOB004,2022,CALBRE,
BOB006,2021,CALBRE,
BOB009,2021,CALBRE,
BOB011,2021,CALBRE,
BOB013,2021,CALBRE,
BOB016,2021,CALBRE,
BOB018,2021,CALBRE,
BOB019,2021,CALBRE,
CCC003,2021,CALBRE,
CCC003,2022,CALBRE,
CCC003,2022,CALBRE,
CCC004,2021,CALBRE,
CCC005,2022,CALBRE,
CCC006,2021,CALBRE,
CCC006,2022,CALBRE,
CCC008,2021,CALBRE,
CCC008,2022,CALBRE,
CCC009,2021,CALBRE,
COL007,2021,CALBRE,
COL007,2021,CALBRE,
COL012,2021,CALBRE,
COL012,2021,CALBRE,
COL012,2022,CALBRE,
COL012,2022,CALBRE,
COL013,2021,CALBRE,
QUA001,2021,CALBRE,
QUA002,2021,CALBRE,
QUA005,2021,CALBRE,
QUA005,2022,CALBRE,
QUA006,2021,CALBRE,
QUA006,2022,CALBRE,
QUA011,2022,CALBRE,
QUA015,2022,CALBRE,
QUA022,2021,CALBRE,
QUA022,2022,CALBRE,
BOB002,2022,CALMEN,
COL013,2021,CALMEN,
QUA004,2021,CALMEN,
QUA015,2021,CALMEN,
BOB007,2021,CALPUR,
BOB007,2022,CALPUR,
BOB008,2021,CALPUR,
BOB008,2022,CALPUR,
CCC001,2021,CALPUR,
CCC001,2021,CALPUR,
CCC002,2021,CALPUR,
CCC002,2022,CALPUR,
CCC004,2021,CALPUR,
CCC004,2022,CALPUR,
CCC010,2021,CALPUR,
CCC012,2021,CALPUR,
CCC012,2022,CALPUR,
COL007,2021,CALPUR,
COL007,2022,CALPUR,
COL012,2021,CALPUR,
COL012,2022,CALPUR,
COL012,2022,CALPUR,
COL013,2021,CALPUR,
COL013,2022,CALPUR,
COL013,2022,CALPUR,
COL014,2021,CALPUR,
COL014,2022,CALPUR,
COL014,2022,CALPUR,
COL017,2021,CALPUR,
COL017,2022,CALPUR,
COL017,2022,CALPUR,
COL018,2021,CALPUR,
COL018,2022,CALPUR,
QUA001,2021,CALPUR,
QUA002,2021,CALPUR,
QUA002,2022,CALPUR,
QUA003,2021,CALPUR,
QUA003,2022,CALPUR,
QUA004,2021,CALPUR,
QUA004,2022,CALPUR,
QUA008,2021,CALPUR,
QUA008,2022,CALPUR,
QUA009,2021,CALPUR,
QUA009,2022,CALPUR,
QUA009,2022,CALPUR,
QUA010,2021,CALPUR,
QUA010,2022,CALPUR,
QUA011,2021,CALPUR,
QUA011,2022,CALPUR,
QUA015,2021,CALPUR,
QUA015,2022,CALPUR,
QUA015,2022,CALPUR,
QUA016,2021,CALPUR,
QUA016,2022,CALPUR,
QUA020,2021,CALPUR,
QUA020,2022,CALPUR,
QUA021,2021,CALPUR,
QUA021,2022,CALPUR,
QUA022,2021,CALPUR,
QUA022,2022,CALPUR,
QUA022,2022,CALPUR,
QUA024,2022,CALPUR,
QUA025,2022,CALPUR,
CCC008,2021,CALSPL,
CCC008,2022,CALSPL,
CCC009,2021,CALSPL,
CCC009,2022,CALSPL,
COL007,2022,CLAUNG,
CCC004,2022,CAMINT,
CCC005,2022,CAMINT,
CCC006,2021,CAMINT,
CCC006,2022,CAMINT,
CCC009,2021,CAMINT,
CCC001,2022,CAMPANULACEAE,
CCC002,2022,CAMPANULACEAE,
BOB008,2022,CAROLI,
BOB016,2021,CAROLI,
BOB019,2021,CAROLI,
CCC001,2022,CAROLI,
CCC001,2022,CAROLI,
CCC002,2022,CAROLI,
CCC012,2022,CAROLI,
COL014,2021,CAROLI,
COL014,2022,CAROLI,
QUA004,2021,CAROLI,
QUA004,2022,CAROLI,
QUA005,2021,CAROLI,
QUA016,2021,CAROLI,
QUA016,2022,CAROLI,
QUA016,2022,CAROLI,
QUA020,2021,CAROLI,
QUA020,2022,CAROLI,
QUA021,2021,CAROLI,
QUA021,2022,CAROLI,
QUA024,2022,CAROLI,
BOB001,2021,CARPYC,
BOB001,2022,CARPYC,
BOB001,2022,CARPYC,
BOB002,2021,CARPYC,
BOB002,2022,CARPYC,
BOB002,2022,CARPYC,
BOB007,2021,CARPYC,
BOB007,2022,CARPYC,
BOB007,2022,CARPYC,
BOB008,2021,CARPYC,
BOB008,2022,CARPYC,
BOB009,2021,CARPYC,
BOB013,2022,CARPYC,
BOB014,2021,CARPYC,
BOB014,2022,CARPYC,
BOB014,2022,CARPYC,
BOB015,2021,CARPYC,
BOB015,2022,CARPYC,
BOB016,2021,CARPYC,
BOB016,2022,CARPYC,
BOB018,2021,CARPYC,
BOB019,2021,CARPYC,
BOB019,2022,CARPYC,
CCC006,2022,CARPYC,
COL013,2022,CARPYC,
QUA005,2021,CARPYC,
QUA005,2022,CARPYC,
QUA006,2022,CARPYC,
QUA016,2022,CARPYC,
QUA021,2022,CARPYC,
QUA022,2022,CARPYC,
QUA022,2022,CARPYC,
BOB003,2022,CARYOPH_UNK,
BOB003,2021,CASAFF,
CCC010,2021,CASAFF,
CCC010,2022,CASAFF,
CCC011,2022,CASAFF,
QUA002,2021,CASAFF,
BOB001,2022,CASATT,
BOB019,2022,CASATT,
BOB004,2022,CASFOL,
CCC009,2022,CASFOL,
CCC010,2022,CASFOL,
COL013,2021,CASFOL,
COL017,2022,CASFOL,
COL007,2021,CASTILLEJA,
COL012,2021,CASTILLEJA,
CCC008,2021,CAULAS,
CCC009,2021,CAULAS,
CCC010,2021,CAULAS,
CCC011,2021,CAULAS,
CCC012,2021,CAULAS,
BOB014,2021,CEACUN,SEEDLING
CCC001,2021,CEACUN,SEEDLING
CCC003,2021,CEACUN,SEEDLING
CCC003,2021,CEACUN,SEEDLING
CCC003,2022,CEACUN,SEEDLING
CCC005,2021,CEACUN,SEEDLING
CCC005,2022,CEACUN,SEEDLING
CCC006,2021,CEACUN,SEEDLING
CCC006,2022,CEACUN,SEEDLING
CCC011,2021,CEACUN,SEEDLING
QUA004,2021,CEACUN,SEEDLING
QUA004,2022,CEACUN,SEEDLING
QUA009,2021,CEACUN,SEEDLING
QUA011,2021,CEACUN,SEEDLING
QUA015,2021,CEACUN,SEEDLING
QUA015,2022,CEACUN,SEEDLING
QUA016,2022,CEACUN,SEEDLING
QUA020,2021,CEACUN,SEEDLING
QUA020,2022,CEACUN,SEEDLING
QUA020,2022,CEACUN,SEEDLING
QUA021,2021,CEACUN,SEEDLING
QUA021,2022,CEACUN,SEEDLING
QUA022,2021,CEACUN,SEEDLING
QUA022,2022,CEACUN,SEEDLING
QUA024,2022,CEACUN,SEEDLING
QUA016,2021,CEANOTHUS,SEEDLING
CCC001,2021,CEAOLI,SEEDLING
CCC004,2021,CEAOLI,SEEDLING
QUA006,2022,CEAOLI,SEEDLING
QUA015,2022,CEAOLI,SEEDLING
QUA016,2022,CEAOLI,SEEDLING
QUA022,2021,CEAOLI,SEEDLING
QUA022,2022,CEAOLI,SEEDLING
BOB001,2021,CENMEL,
BOB001,2022,CENMEL,
BOB001,2022,CENMEL,
BOB002,2021,CENMEL,
BOB002,2022,CENMEL,
BOB003,2021,CENMEL,
BOB003,2022,CENMEL,
BOB004,2021,CENMEL,
BOB004,2022,CENMEL,
BOB005,2021,CENMEL,
BOB005,2022,CENMEL,
BOB006,2021,CENMEL,
BOB006,2022,CENMEL,
BOB007,2021,CENMEL,
BOB007,2022,CENMEL,
BOB008,2021,CENMEL,
BOB008,2022,CENMEL,
BOB009,2021,CENMEL,
BOB009,2022,CENMEL,
BOB010,2021,CENMEL,
BOB010,2022,CENMEL,
BOB011,2021,CENMEL,
BOB011,2022,CENMEL,
BOB012,2021,CENMEL,
BOB012,2022,CENMEL,
BOB013,2021,CENMEL,
BOB013,2022,CENMEL,
BOB014,2021,CENMEL,
BOB014,2022,CENMEL,
BOB015,2021,CENMEL,
BOB015,2022,CENMEL,
BOB016,2021,CENMEL,
BOB016,2022,CENMEL,
BOB017,2021,CENMEL,
BOB017,2022,CENMEL,
BOB017,2022,CENMEL,
BOB018,2021,CENMEL,
BOB018,2022,CENMEL,
BOB019,2021,CENMEL,
BOB019,2022,CENMEL,
CCC003,2022,CENMEL,
CCC005,2021,CENMEL,
CCC005,2022,CENMEL,
CCC006,2022,CENMEL,
CCC007,2021,CENMEL,
CCC007,2022,CENMEL,
CCC008,2021,CENMEL,
CCC008,2022,CENMEL,
CCC009,2021,CENMEL,
CCC009,2022,CENMEL,
CCC011,2021,CENMEL,
COL007,2021,CENMEL,
COL007,2022,CENMEL,
COL012,2021,CENMEL,
COL012,2022,CENMEL,
COL013,2021,CENMEL,
COL013,2022,CENMEL,
COL014,2021,CENMEL,
COL014,2022,CENMEL,
COL017,2021,CENMEL,
COL017,2022,CENMEL,
COL018,2022,CENMEL,
QUA001,2021,CENMEL,
QUA002,2021,CENMEL,
QUA002,2022,CENMEL,
QUA003,2021,CENMEL,
QUA003,2022,CENMEL,
QUA004,2021,CENMEL,
QUA004,2022,CENMEL,
QUA005,2021,CENMEL,
QUA005,2022,CENMEL,
QUA006,2022,CENMEL,
QUA008,2021,CENMEL,
QUA008,2022,CENMEL,
QUA008,2022,CENMEL,
QUA009,2021,CENMEL,
QUA009,2022,CENMEL,
QUA009,2022,CENMEL,
QUA009,2022,CENMEL,
QUA010,2021,CENMEL,
QUA010,2022,CENMEL,
QUA011,2022,CENMEL,
QUA015,2021,CENMEL,
QUA015,2022,CENMEL,
QUA016,2022,CENMEL,
QUA020,2022,CENMEL,
QUA021,2022,CENMEL,
QUA022,2021,CENMEL,
QUA022,2022,CENMEL,
QUA022,2022,CENMEL,
QUA024,2022,CENMEL,
QUA025,2022,CENMEL,
CCC007,2021,CENSOL,
CCC001,2021,CERBET,
CCC007,2021,CERBET,
CCC007,2022,CERBET,
CCC010,2021,CERBET,
CCC011,2021,CERBET,SEEDLING
CCC011,2022,CERBET,
CCC012,2021,CERBET,
QUA015,2021,CERBET,seedling
QUA020,2021,CERBET,SEEDLING
BOB002,2022,CERGLO,
BOB003,2022,CERGLO,
BOB007,2021,CERGLO,
BOB014,2021,CERGLO,
BOB014,2022,CERGLO,
BOB015,2021,CERGLO,
BOB016,2021,CERGLO,
BOB016,2022,CERGLO,
BOB019,2021,CERGLO,
BOB019,2022,CERGLO,
CCC001,2021,CERGLO,
CCC001,2022,CERGLO,
CCC002,2022,CERGLO,
CCC004,2021,CERGLO,
CCC004,2022,CERGLO,
CCC012,2021,CERGLO,
CCC012,2022,CERGLO,
QUA001,2021,CERGLO,
QUA015,2022,CERGLO,
QUA016,2021,CERGLO,
QUA016,2022,CERGLO,
QUA020,2021,CERGLO,
QUA020,2022,CERGLO,
QUA021,2022,CERGLO,
QUA021,2022,CERGLO,
QUA024,2022,CERGLO,
BOB001,2021,CHLPOM,
BOB001,2022,CHLPOM,
BOB002,2021,CHLPOM,
BOB002,2022,CHLPOM,
BOB003,2021,CHLPOM,
BOB003,2022,CHLPOM,
BOB004,2021,CHLPOM,
BOB004,2022,CHLPOM,
BOB005,2021,CHLPOM,
BOB005,2022,CHLPOM,
BOB006,2021,CHLPOM,
BOB006,2022,CHLPOM,
BOB007,2022,CHLPOM,
BOB009,2021,CHLPOM,
BOB009,2022,CHLPOM,
BOB010,2021,CHLPOM,
BOB010,2022,CHLPOM,
BOB011,2021,CHLPOM,
BOB011,2022,CHLPOM,
BOB012,2021,CHLPOM,
BOB012,2022,CHLPOM,
BOB013,2021,CHLPOM,
BOB013,2022,CHLPOM,
BOB013,2022,CHLPOM,
BOB014,2021,CHLPOM,
BOB014,2022,CHLPOM,
BOB016,2021,CHLPOM,
BOB016,2021,CHLPOM,
BOB016,2022,CHLPOM,
BOB016,2022,CHLPOM,
BOB017,2021,CHLPOM,
BOB017,2022,CHLPOM,
BOB017,2022,CHLPOM,
BOB018,2021,CHLPOM,
BOB018,2022,CHLPOM,
BOB019,2021,CHLPOM,
BOB019,2022,CHLPOM,
CCC005,2021,CHLPOM,
CCC005,2022,CHLPOM,
CCC008,2021,CHLPOM,
CCC008,2022,CHLPOM,
CCC009,2021,CHLPOM,
CCC011,2021,CHLPOM,
CCC011,2022,CHLPOM,
COL007,2021,CHLPOM,
COL007,2022,CHLPOM,
COL012,2021,CHLPOM,
COL012,2022,CHLPOM,
COL013,2021,CHLPOM,
COL013,2022,CHLPOM,
COL014,2021,CHLPOM,
COL014,2022,CHLPOM,
QUA004,2021,CHLPOM,
QUA004,2022,CHLPOM,
QUA005,2021,CHLPOM,
QUA006,2021,CHLPOM,
QUA006,2022,CHLPOM,
QUA008,2022,CHLPOM,
QUA010,2021,CHLPOM,
QUA011,2021,CHLPOM,
QUA011,2022,CHLPOM,
QUA015,2021,CHLPOM,
QUA016,2021,CHLPOM,
QUA020,2021,CHLPOM,
QUA020,2022,CHLPOM,
QUA020,2022,CHLPOM,
QUA022,2021,CHLPOM,
QUA022,2022,CHLPOM,
CCC010,2021,CIRSIUM,
QUA001,2021,CIRSIUM,
CCC007,2022,CLACON,
CCC010,2021,CLACON,
CCC011,2021,CLACON,
CCC011,2022,CLACON,
CCC012,2022,CLACON,
COL017,2022,CLACON,
COL017,2022,CLACON,
BOB013,2021,CLAGRA,
BOB015,2021,CLAGRA,
BOB016,2021,CLAGRA,
CCC002,2021,CLAGRA,
CCC011,2021,CLAGRA,
CCC012,2021,CLAGRA,
BOB007,2021,CLAPAR,
BOB007,2022,CLAPAR,
BOB008,2021,CLAPAR,
BOB008,2022,CLAPAR,
BOB016,2021,CLAPAR,
BOB019,2021,CLAPAR,
CCC001,2022,CLAPAR,
CCC002,2022,CLAPAR,
CCC002,2022,CLAPAR,
CCC004,2021,CLAPAR,
CCC004,2022,CLAPAR,
CCC010,2021,CLAPAR,
CCC010,2022,CLAPAR,
CCC010,2022,CLAPAR,
CCC012,2021,CLAPAR,
CCC012,2022,CLAPAR,
COL012,2021,CLAPAR,
COL014,2021,CLAPAR,
COL014,2022,CLAPAR,
COL017,2021,CLAPAR,
QUA016,2021,CLAPAR,
QUA016,2021,CLAPAR,
QUA016,2022,CLAPAR,
QUA020,2021,CLAPAR,
QUA020,2022,CLAPAR,
QUA021,2021,CLAPAR,
QUA021,2022,CLAPAR,
QUA024,2022,CLAPAR,
BOB013,2022,CLAPUR,
BOB014,2022,CLAPUR,
BOB015,2022,CLAPUR,
CCC001,2022,CLAPUR,
CCC002,2022,CLAPUR,
CCC002,2022,CLAPUR,
CCC004,2022,CLAPUR,
CCC009,2022,CLAPUR,
CCC010,2022,CLAPUR,
CCC011,2022,CLAPUR,
CCC012,2022,CLAPUR,
COL007,2022,CLAPUR,
COL012,2022,CLAPUR,
COL013,2022,CLAPUR,
COL017,2022,CLAPUR,
COL017,2022,CLAPUR,
COL012,2021,CLARKIA,
COL014,2021,CLARKIA,
QUA006,2021,CLARKIA,
BOB014,2021,CLAPAR,
BOB013,2021,CLAUNG,
BOB014,2021,CLAUNG,
CCC001,2022,CLAUNG,
CCC004,2021,CLAUNG,
CCC007,2021,CLAUNG,
CCC007,2022,CLAUNG,
CCC012,2021,CLAUNG,
BOB007,2021,CLELAS,
BOB007,2022,CLELAS,
BOB008,2021,CLELAS,
BOB008,2022,CLELAS,
BOB014,2021,CLELAS,
BOB014,2022,CLELAS,
CCC001,2021,CLELAS,
CCC001,2022,CLELAS,
CCC002,2021,CLELAS,
CCC002,2022,CLELAS,
CCC004,2021,CLELAS,
CCC004,2022,CLELAS,
CCC004,2022,CLELAS,
CCC010,2021,CLELAS,
CCC010,2022,CLELAS,
CCC011,2021,CLELAS,
CCC011,2022,CLELAS,
COL017,2022,CLELAS,
QUA021,2022,CLELAS,
BOB013,2021,COLGRA,
BOB015,2021,COLHET,
CCC001,2021,COLHET,
CCC001,2022,COLHET,
CCC001,2022,COLHET,
CCC011,2021,COLHET,
CCC011,2022,COLHET,
CCC012,2021,COLHET,
CCC012,2022,COLHET,
QUA022,2021,COLHET,
QUA022,2022,COLHET,
CCC012,2021,COLLINSIA,
BOB016,2021,COLSPA,
BOB017,2021,COLSPA,
BOB019,2021,COLSPA,
CCC001,2021,COLSPA,
CCC002,2021,COLSPA,
CCC010,2021,COLSPA,
CCC011,2021,COLSPA,
CCC012,2021,COLSPA,
BOB008,2021,ASTER,RESPROUT
BOB008,2021,ASTER,SEEDLING
BOB019,2021,ASTER,
BOB003,2021,CRACON,
BOB003,2022,CRACON,
BOB004,2021,CRACON,
BOB004,2022,CRACON,
BOB005,2022,CRACON,
CCC008,2022,CRACON,
COL007,2022,CRACON,
QUA020,2022,CRACON,
QUA015,2022,CROSCO,
QUA016,2022,CROSCO,
QUA016,2022,CROSCO,
BOB004,2021,CRYMUR,
BOB009,2021,CRYMUR,
BOB017,2021,CRYMUR,
CCC002,2022,CRYMUR,
CCC006,2022,CRYMUR,
QUA009,2022,CRYPTANTHA,
COL007,2021,CRYPTANTHA,
BOB004,2022,CRYPTANTHA,
CCC001,2022,CRYPTANTHA,
CCC003,2022,CRYPTANTHA,
CCC008,2022,CRYPTANTHA,
CCC009,2022,CRYPTANTHA,
COL013,2022,CRYPTANTHA,
COL017,2022,CRYPTANTHA,
BOB002,2021,CYNGRA,
BOB002,2022,CYNGRA,
BOB003,2022,CYNGRA,
BOB007,2021,CYNGRA,
BOB007,2022,CYNGRA,
BOB013,2021,CYNGRA,
BOB013,2022,CYNGRA,
BOB015,2021,CYNGRA,
BOB015,2022,CYNGRA,
BOB016,2021,CYNGRA,
BOB016,2022,CYNGRA,
BOB019,2022,CYNGRA,
CCC001,2021,CYNGRA,
CCC001,2022,CYNGRA,
CCC002,2021,CYNGRA,
CCC002,2022,CYNGRA,
CCC004,2021,CYNGRA,
CCC004,2022,CYNGRA,
COL014,2021,CYNGRA,
COL014,2022,CYNGRA,
QUA022,2021,CYNGRA,
QUA024,2022,CYNGRA,
BOB002,2021,DAUPUS,
BOB002,2022,DAUPUS,
BOB003,2022,DAUPUS,
BOB004,2021,DAUPUS,
BOB007,2021,DAUPUS,
BOB007,2022,DAUPUS,
BOB008,2022,DAUPUS,
BOB009,2021,DAUPUS,
BOB009,2022,DAUPUS,
BOB010,2021,DAUPUS,
BOB013,2021,DAUPUS,
BOB013,2022,DAUPUS,
BOB014,2022,DAUPUS,
BOB015,2021,DAUPUS,
BOB015,2022,DAUPUS,
BOB016,2021,DAUPUS,
BOB016,2022,DAUPUS,
BOB017,2021,DAUPUS,
BOB018,2021,DAUPUS,
BOB019,2022,DAUPUS,
CCC002,2022,DAUPUS,
CCC005,2021,DAUPUS,
CCC005,2022,DAUPUS,
CCC007,2021,DAUPUS,
CCC007,2022,DAUPUS,
CCC008,2021,DAUPUS,
CCC008,2022,DAUPUS,
CCC009,2021,DAUPUS,
CCC010,2021,DAUPUS,
CCC010,2022,DAUPUS,
CCC011,2021,DAUPUS,
CCC011,2022,DAUPUS,
CCC012,2021,DAUPUS,
COL007,2021,DAUPUS,
COL012,2021,DAUPUS,
COL012,2022,DAUPUS,
COL014,2022,DAUPUS,
COL017,2021,DAUPUS,
COL017,2022,DAUPUS,
COL018,2021,DAUPUS,
QUA004,2021,DAUPUS,
QUA004,2022,DAUPUS,
QUA005,2022,DAUPUS,
QUA008,2021,DAUPUS,
QUA008,2022,DAUPUS,
QUA011,2022,DAUPUS,
QUA015,2021,DAUPUS,
QUA015,2022,DAUPUS,
QUA016,2021,DAUPUS,
QUA016,2022,DAUPUS,
QUA020,2021,DAUPUS,
QUA020,2022,DAUPUS,
QUA022,2021,DAUPUS,
QUA022,2022,DAUPUS,
QUA024,2022,DAUPUS,
COL017,2021,delphinium,collected
CCC002,2021,DESDAN,
BOB010,2021,DIPCAP,
BOB007,2021,DICVOL,
BOB007,2022,DICVOL,
BOB008,2021,DICVOL,
BOB012,2021,DICVOL,
BOB013,2021,DICVOL,
BOB014,2021,DICVOL,
BOB014,2022,DICVOL,
BOB015,2021,DICVOL,
BOB016,2021,DICVOL,
BOB019,2021,DICVOL,
CCC001,2021,DICVOL,
CCC001,2022,DICVOL,
CCC002,2021,DICVOL,
CCC002,2022,DICVOL,
CCC003,2021,DICVOL,
CCC003,2021,DICVOL,
CCC003,2022,DICVOL,
CCC004,2021,DICVOL,
CCC004,2021,DICVOL,
CCC005,2021,DICVOL,
CCC005,2022,DICVOL,
CCC008,2021,DICVOL,
CCC008,2022,DICVOL,
CCC008,2022,DICVOL,
CCC009,2021,DICVOL,
CCC009,2022,DICVOL,
CCC010,2021,DICVOL,
CCC010,2022,DICVOL,
CCC011,2021,DICVOL,
CCC011,2022,DICVOL,
CCC012,2021,DICVOL,
COL007,2022,DICVOL,
COL013,2021,DICVOL,
COL013,2022,DICVOL,
COL014,2021,DICVOL,
COL014,2021,DICVOL,
COL014,2022,DICVOL,
COL017,2021,DICVOL,
COL017,2022,DICVOL,
QUA003,2022,DICVOL,
QUA004,2022,DICVOL,
QUA005,2022,DICVOL,
QUA006,2022,DICVOL,
QUA008,2022,DICVOL,
QUA015,2021,DICVOL,
QUA015,2022,DICVOL,
QUA016,2021,DICVOL,
QUA016,2022,DICVOL,
QUA020,2021,DICVOL,
QUA020,2022,DICVOL,
QUA020,2022,DICVOL,
QUA021,2021,DICVOL,
QUA021,2022,DICVOL,
QUA022,2021,DICVOL,
QUA022,2022,DICVOL,
QUA024,2022,DICVOL,
BOB003,2022,DIPCAP,
BOB006,2021,DIPCAP,
BOB007,2021,DIPCAP,
BOB010,2022,DIPCAP,
BOB012,2021,DIPCAP,
BOB012,2022,DIPCAP,
BOB013,2021,DIPCAP,
BOB013,2022,DIPCAP,
BOB013,2022,DIPCAP,
BOB015,2022,DIPCAP,
BOB019,2021,DIPCAP,
CCC001,2021,DIPCAP,
CCC001,2022,DIPCAP,
CCC002,2021,DIPCAP,
CCC003,2021,DIPCAP,
CCC007,2021,DIPCAP,
CCC007,2022,DIPCAP,
CCC008,2021,DIPCAP,
CCC009,2021,DIPCAP,
CCC009,2022,DIPCAP,
CCC010,2021,DIPCAP,
CCC012,2021,DIPCAP,
COL007,2021,DIPCAP,
COL007,2022,DIPCAP,
COL012,2021,DIPCAP,
COL012,2022,DIPCAP,
COL012,2022,DIPCAP,
COL013,2021,DIPCAP,
COL013,2022,DIPCAP,
COL013,2022,DIPCAP,
COL014,2021,DIPCAP,
COL014,2022,DIPCAP,
COL017,2021,DIPCAP,
COL017,2022,DIPCAP,
COL018,2021,DIPCAP,
COL018,2022,DIPCAP,
QUA001,2021,DIPCAP,
QUA002,2021,DIPCAP,
QUA002,2022,DIPCAP,
QUA002,2022,DIPCAP,
QUA003,2021,DIPCAP,
QUA003,2022,DIPCAP,
QUA003,2022,DIPCAP,
QUA004,2021,DIPCAP,
QUA004,2022,DIPCAP,
QUA005,2021,DIPCAP,
QUA005,2022,DIPCAP,
QUA006,2021,DIPCAP,
QUA006,2022,DIPCAP,
QUA008,2021,DIPCAP,
QUA008,2022,DIPCAP,
QUA009,2021,DIPCAP,
QUA009,2022,DIPCAP,
QUA010,2021,DIPCAP,
QUA010,2022,DIPCAP,
QUA011,2021,DIPCAP,
QUA011,2022,DIPCAP,
QUA015,2021,DIPCAP,
QUA020,2022,DIPCAP,
QUA021,2022,DIPCAP,
QUA022,2022,DIPCAP,
QUA024,2022,DIPCAP,
CCC003,2022,EHRCHR,
CCC004,2022,EHRCHR,
BOB001,2021,EMMPEN,
BOB002,2021,EMMPEN,
BOB002,2022,EMMPEN,
BOB003,2021,EMMPEN,
BOB003,2022,EMMPEN,
BOB004,2022,EMMPEN,
BOB005,2021,EMMPEN,
BOB005,2022,EMMPEN,
BOB007,2021,EMMPEN,
BOB009,2021,EMMPEN,
BOB010,2021,EMMPEN,
BOB011,2021,EMMPEN,
BOB011,2022,EMMPEN,
BOB012,2021,EMMPEN,
BOB012,2022,EMMPEN,
BOB013,2021,EMMPEN,
BOB013,2022,EMMPEN,
BOB014,2021,EMMPEN,
BOB014,2022,EMMPEN,
BOB015,2021,EMMPEN,
BOB016,2021,EMMPEN,
BOB017,2021,EMMPEN,
BOB018,2021,EMMPEN,
BOB018,2022,EMMPEN,
BOB019,2021,EMMPEN,
CCC003,2021,EMMPEN,
CCC003,2022,EMMPEN,
CCC003,2022,EMMPEN,
CCC004,2021,EMMPEN,
CCC004,2022,EMMPEN,
CCC005,2021,EMMPEN,
CCC005,2022,EMMPEN,
CCC005,2022,EMMPEN,
CCC006,2022,EMMPEN,
CCC008,2021,EMMPEN,
CCC008,2022,EMMPEN,
CCC009,2021,EMMPEN,
CCC009,2022,EMMPEN,
CCC011,2021,EMMPEN,
COL007,2021,EMMPEN,
COL007,2021,EMMPEN,
COL012,2021,EMMPEN,
COL012,2022,EMMPEN,
COL013,2021,EMMPEN,
COL013,2022,EMMPEN,
COL014,2021,EMMPEN,
COL017,2021,EMMPEN,
COL017,2022,EMMPEN,
COL017,2022,EMMPEN,
COL018,2021,EMMPEN,
COL018,2022,EMMPEN,
COL018,2022,EMMPEN,
QUA001,2021,EMMPEN,
QUA002,2021,EMMPEN,
QUA003,2021,EMMPEN,
QUA003,2022,EMMPEN,
QUA004,2022,EMMPEN,
QUA005,2021,EMMPEN,
QUA005,2022,EMMPEN,
QUA006,2021,EMMPEN,
QUA006,2022,EMMPEN,
QUA008,2021,EMMPEN,
QUA008,2022,EMMPEN,
QUA009,2021,EMMPEN,
QUA009,2022,EMMPEN,
QUA009,2022,EMMPEN,
QUA010,2021,EMMPEN,
QUA010,2022,EMMPEN,
QUA011,2021,EMMPEN,
QUA011,2022,EMMPEN,
QUA015,2021,EMMPEN,
QUA015,2022,EMMPEN,
QUA016,2021,EMMPEN,
QUA016,2022,EMMPEN,
QUA020,2021,EMMPEN,
QUA020,2022,EMMPEN,
QUA021,2022,EMMPEN,
QUA021,2022,EMMPEN,
QUA022,2021,EMMPEN,
QUA022,2022,EMMPEN,
QUA022,2022,EMMPEN,
QUA024,2022,EMMPEN,
QUA025,2022,EMMPEN,
BOB003,2022,EPIBRA,
BOB015,2021,EPIBRA,
CCC002,2021,EPIBRA,
CCC004,2021,EPIBRA,
CCC004,2022,EPIBRA,
CCC005,2021,EPIBRA,
CCC005,2022,EPIBRA,
COL012,2021,EPIBRA,
COL014,2022,EPIBRA,
QUA003,2022,EPIBRA,
QUA004,2021,EPIBRA,
QUA004,2022,EPIBRA,
QUA015,2021,EPIBRA,
QUA016,2022,EPIBRA,
QUA022,2022,EPIBRA,
QUA025,2022,EPIBRA,
CCC011,2021,EPIMIN,
CCC012,2021,EPIMIN,
BOB001,2021,ERICAL,
BOB001,2022,ERICAL,SEEDLING
BOB001,2022,ERICAL,RESPROUT
BOB002,2021,ERICAL,
BOB002,2022,ERICAL,
BOB004,2022,ERICAL,RESPROUT
BOB005,2021,ERICAL,
BOB005,2022,ERICAL,SEEDLING
BOB006,2021,ERICAL,
BOB006,2022,ERICAL,SEEDLING
BOB006,2022,ERICAL,RESPROUT
BOB007,2022,ERICAL,RESPROUT
BOB009,2021,ERICAL,
BOB009,2022,ERICAL,RESPROUT
BOB009,2022,ERICAL,SEEDLING
BOB010,2022,ERICAL,RESPROUT
BOB010,2022,ERICAL,SEEDLING
BOB012,2021,ERICAL,
BOB012,2022,ERICAL,RESPROUT
BOB012,2022,ERICAL,SEEDLING
BOB013,2021,ERICAL,
BOB014,2021,ERICAL,SEEDLING
BOB014,2022,ERICAL,SEEDLING
BOB015,2021,ERICAL,
BOB015,2022,ERICAL,SEEDLING
BOB015,2022,ERICAL,RESPROUT
BOB016,2021,ERICAL,RESPROUT
BOB016,2021,ERICAL,SEEDLING
BOB016,2022,ERICAL,SEEDLING
BOB016,2022,ERICAL,RESPROUT
BOB017,2021,ERICAL,SEEDLING
BOB017,2021,ERICAL,RESPROUT
